,PRODUCT's inventory,MATERIAL 1's inventory,PRODUCT's Change,MATERIAL 1's Change,Remaining Demand,Action
789,9,1,0,2,7,[0]
790,11,2,1,-2,5,[5]
792,0,0,2,0,16,[4]
793,2,2,0,2,9,[4]
794,4,2,2,2,7,[5]
795,6,2,4,3,5,[3]
796,8,2,7,1,3,[0]
797,10,2,8,-2,1,[0]
798,12,2,6,-2,-1,[0]
799,14,2,4,-2,-3,[1]
801,0,0,2,0,15,[4]
802,2,2,0,2,14,[5]
803,4,2,2,3,12,[5]
804,6,2,5,3,10,[0]
805,8,2,8,-2,8,[1]
806,10,2,6,-1,6,[0]
807,12,2,5,-2,4,[4]
808,14,2,3,2,2,[4]
810,0,0,2,0,14,[0]
811,2,2,0,-2,13,[2]
812,2,0,0,2,13,[4]
813,4,2,0,2,11,[5]
814,6,2,2,3,9,[2]
815,8,2,5,0,7,[5]
816,10,2,5,3,5,[1]
817,12,2,8,-1,3,[1]
819,0,0,2,0,15,[4]
820,2,2,0,2,13,[3]
821,4,2,2,1,11,[4]
822,6,2,3,2,9,[1]
823,8,2,5,-1,7,[5]
824,10,2,4,3,5,[0]
825,12,2,7,-2,3,[1]
826,14,2,5,-1,1,[2]
828,0,0,2,0,11,[2]
829,2,2,0,0,14,[2]
830,4,2,0,0,12,[3]
831,6,2,0,1,10,[4]
832,8,2,1,2,8,[5]
833,10,2,3,3,6,[1]
834,12,2,6,-1,4,[3]
835,14,2,5,1,2,[0]
837,0,0,2,0,11,[3]
838,2,2,0,1,12,[0]
839,4,2,1,-2,10,[3]
840,5,1,0,2,9,[3]
841,7,2,1,1,7,[4]
842,9,2,2,2,5,[2]
843,11,2,4,0,3,[4]
844,13,2,4,2,1,[4]
846,0,0,2,0,10,[3]
847,2,2,0,1,10,[1]
848,4,2,1,-1,8,[2]
849,6,2,0,0,6,[4]
850,8,2,0,2,4,[5]
851,10,2,2,3,2,[5]
852,12,2,5,3,0,[3]
853,14,2,8,1,-2,[0]
855,0,0,2,0,13,[4]
856,2,2,0,2,14,[5]
857,4,2,2,3,12,[5]
858,6,2,5,3,10,[2]
859,8,2,8,0,8,[5]
860,10,2,8,3,6,[2]
861,12,2,11,0,4,[3]
862,14,2,11,1,2,[1]
864,0,0,2,0,16,[4]
865,2,2,0,2,13,[4]
866,4,2,2,2,11,[5]
867,6,2,4,3,9,[4]
868,8,2,7,2,7,[0]
869,10,2,9,-2,5,[3]
870,12,2,7,1,3,[1]
871,14,2,8,-1,1,[3]
873,0,0,2,0,14,[4]
874,2,2,0,2,11,[5]
875,4,2,2,3,9,[4]
876,6,2,5,2,7,[2]
877,8,2,7,0,5,[5]
878,10,2,7,3,3,[5]
879,12,2,10,3,1,[4]
880,14,2,13,2,-1,[3]
882,0,0,2,0,10,[1]
883,2,2,0,-1,9,[1]
884,3,1,0,0,8,[4]
885,4,1,0,3,7,[4]
886,6,2,2,2,5,[3]
887,8,2,4,1,3,[4]
888,10,2,5,2,1,[5]
889,12,2,7,3,-1,[4]
891,0,0,2,0,13,[1]
892,2,2,0,-1,10,[4]
893,3,1,0,3,9,[4]
894,5,2,2,2,7,[5]
895,7,2,4,3,5,[5]
896,9,2,7,3,3,[3]
897,11,2,10,1,1,[2]
898,13,2,11,0,-1,[5]
900,0,0,2,0,16,[1]
901,2,2,0,-1,14,[5]
902,3,1,0,4,13,[4]
903,5,2,3,2,11,[1]
904,7,2,5,-1,9,[4]
905,9,2,4,2,7,[4]
906,11,2,6,2,5,[5]
907,13,2,8,3,3,[4]
909,0,0,2,0,13,[3]
910,2,2,0,1,10,[1]
911,4,2,1,-1,8,[0]
912,6,2,0,-2,6,[2]
913,6,0,0,2,6,[2]
914,8,2,0,0,4,[5]
915,10,2,0,3,2,[0]
916,12,2,3,-2,0,[5]
918,0,0,2,0,16,[4]
919,2,2,0,2,8,[3]
920,4,2,2,1,6,[0]
921,6,2,3,-2,4,[5]
922,8,2,1,3,2,[3]
923,10,2,4,1,0,[0]
924,12,2,5,-2,-2,[2]
925,14,2,3,0,-4,[5]
927,0,0,2,0,15,[3]
928,2,2,0,1,13,[4]
929,4,2,1,2,11,[0]
930,6,2,3,-2,9,[2]
931,8,2,1,0,7,[4]
932,10,2,1,2,5,[0]
933,12,2,3,-2,3,[3]
934,14,2,1,1,1,[2]
936,0,0,2,0,11,[2]
937,2,2,0,0,14,[0]
938,4,2,0,-2,12,[3]
939,4,0,0,3,12,[2]
940,6,2,1,0,10,[2]
941,8,2,1,0,8,[1]
942,10,2,1,-1,6,[5]
943,12,2,0,3,4,[0]
945,0,0,2,0,15,[1]
946,2,2,0,-1,8,[5]
947,3,1,0,4,7,[3]
948,5,2,3,1,5,[5]
949,7,2,4,3,3,[0]
950,9,2,7,-2,1,[4]
951,11,2,5,2,-1,[0]
952,13,2,7,-2,-3,[3]
954,0,0,2,0,10,[4]
955,2,2,0,2,13,[5]
956,4,2,2,3,11,[1]
957,6,2,5,-1,9,[2]
958,8,2,4,0,7,[5]
959,10,2,4,3,5,[0]
960,12,2,7,-2,3,[5]
961,14,2,5,3,1,[4]
963,0,0,2,0,13,[0]
964,2,2,0,-2,12,[5]
965,2,0,0,5,12,[0]
966,4,2,3,-2,10,[4]
967,6,2,1,2,8,[2]
968,8,2,3,0,6,[0]
969,10,2,3,-2,4,[5]
970,12,2,1,3,2,[1]
972,0,0,2,0,12,[3]
973,2,2,0,1,8,[4]
974,4,2,1,2,6,[1]
975,6,2,3,-1,4,[1]
976,8,2,2,-1,2,[5]
977,10,2,1,3,0,[5]
978,12,2,4,3,-2,[4]
979,14,2,7,2,-4,[3]
981,0,0,2,0,13,[3]
982,2,2,0,1,12,[0]
983,4,2,1,-2,10,[0]
984,5,1,0,-1,9,[5]
985,5,0,0,5,9,[2]
986,7,2,3,0,7,[4]
987,9,2,3,2,5,[4]
988,11,2,5,2,3,[0]
990,0,0,2,0,13,[3]
991,2,2,0,1,8,[0]
992,4,2,1,-2,6,[5]
993,5,1,0,4,5,[0]
994,7,2,3,-2,3,[0]
995,9,2,1,-2,1,[5]
996,10,1,0,4,0,[0]
997,12,2,3,-2,-2,[1]
999,0,0,2,0,13,[4]
1000,2,2,0,2,10,[2]
1001,4,2,2,0,8,[1]
1002,6,2,2,-1,6,[4]
1003,8,2,1,2,4,[2]
1004,10,2,3,0,2,[1]
1005,12,2,3,-1,0,[1]
1006,14,2,2,-1,-2,[1]
1008,0,0,2,0,12,[5]
1009,2,2,0,3,10,[4]
1010,4,2,3,2,8,[4]
1011,6,2,5,2,6,[1]
1012,8,2,7,-1,4,[3]
1013,10,2,6,1,2,[4]
1014,12,2,7,2,0,[4]
1015,14,2,9,2,-2,[0]
1017,0,0,2,0,14,[0]
1018,2,2,0,-2,10,[1]
1019,2,0,0,1,10,[2]
1020,3,1,0,1,9,[0]
1021,5,2,0,-2,7,[2]
1022,5,0,0,2,7,[3]
1023,7,2,0,1,5,[5]
1024,9,2,1,3,3,[0]
1026,0,0,2,0,14,[0]
1027,2,2,0,-2,13,[4]
1028,2,0,0,4,13,[3]
1029,4,2,2,1,11,[2]
1030,6,2,3,0,9,[1]
1031,8,2,3,-1,7,[3]
1032,10,2,2,1,5,[4]
1033,12,2,3,2,3,[0]
1035,0,0,2,0,10,[3]
1036,2,2,0,1,13,[5]
1037,4,2,1,3,11,[0]
1038,6,2,4,-2,9,[4]
1039,8,2,2,2,7,[5]
1040,10,2,4,3,5,[5]
1041,12,2,7,3,3,[0]
1042,14,2,10,-2,1,[5]
1044,0,0,2,0,13,[0]
1045,2,2,0,-2,11,[3]
1046,2,0,0,3,11,[4]
1047,4,2,1,2,9,[0]
1048,6,2,3,-2,7,[5]
1049,8,2,1,3,5,[1]
1050,10,2,4,-1,3,[5]
1051,12,2,3,3,1,[0]
1053,0,0,2,0,15,[0]
1054,2,2,0,-2,14,[1]
1055,2,0,0,1,14,[2]
1056,3,1,0,1,13,[1]
1057,5,2,0,-1,11,[1]
1058,6,1,0,0,10,[4]
1059,7,1,0,3,9,[3]
1060,9,2,2,1,7,[3]
1062,0,0,2,0,11,[1]
1063,2,2,0,-1,14,[1]
1064,3,1,0,0,13,[3]
1065,4,1,0,2,12,[0]
1066,6,2,1,-2,10,[2]
1067,7,1,0,1,9,[4]
1068,9,2,0,2,7,[0]
1069,11,2,2,-2,5,[2]
1071,0,0,2,0,16,[2]
1072,2,2,0,0,8,[3]
1073,4,2,0,1,6,[2]
1074,6,2,1,0,4,[0]
1075,8,2,1,-2,2,[2]
1076,9,1,0,1,1,[0]
1077,11,2,0,-2,-1,[5]
1078,11,0,0,5,-1,[1]
1080,0,0,2,0,16,[0]
1081,2,2,0,-2,13,[2]
1082,2,0,0,2,13,[2]
1083,4,2,0,0,11,[4]
1084,6,2,0,2,9,[2]
1085,8,2,2,0,7,[3]
1086,10,2,2,1,5,[2]
1087,12,2,3,0,3,[1]
1089,0,0,2,0,12,[1]
1090,2,2,0,-1,13,[5]
1091,3,1,0,4,12,[2]
1092,5,2,3,0,10,[0]
1093,7,2,3,-2,8,[0]
1094,9,2,1,-2,6,[4]
1095,10,1,0,3,5,[4]
1096,12,2,2,2,3,[3]
1098,0,0,2,0,14,[1]
1099,2,2,0,-1,10,[5]
1100,3,1,0,4,9,[1]
1101,5,2,3,-1,7,[1]
1102,7,2,2,-1,5,[4]
1103,9,2,1,2,3,[0]
1104,11,2,3,-2,1,[3]
1105,13,2,1,1,-1,[0]
1107,0,0,2,0,15,[4]
1108,2,2,0,2,13,[1]
1109,4,2,2,-1,11,[5]
1110,6,2,1,3,9,[4]
1111,8,2,4,2,7,[2]
1112,10,2,6,0,5,[1]
1113,12,2,6,-1,3,[3]
1114,14,2,5,1,1,[4]
1116,0,0,2,0,16,[5]
1117,2,2,0,3,14,[2]
1118,4,2,3,0,12,[0]
1119,6,2,3,-2,10,[3]
1120,8,2,1,1,8,[2]
1121,10,2,2,0,6,[4]
1122,12,2,2,2,4,[4]
1123,14,2,4,2,2,[2]
1125,0,0,2,0,13,[1]
1126,2,2,0,-1,10,[3]
1127,3,1,0,2,9,[1]
1128,5,2,1,-1,7,[3]
1129,7,2,0,1,5,[5]
1130,9,2,1,3,3,[4]
1131,11,2,4,2,1,[5]
1132,13,2,6,3,-1,[3]
1134,0,0,2,0,10,[2]
1135,2,2,0,0,13,[0]
1136,4,2,0,-2,11,[5]
1137,4,0,0,5,11,[3]
1138,6,2,3,1,9,[2]
1139,8,2,4,0,7,[2]
1140,10,2,4,0,5,[5]
1141,12,2,4,3,3,[1]
1143,0,0,2,0,13,[1]
1144,2,2,0,-1,14,[2]
1145,3,1,0,1,13,[3]
1146,5,2,0,1,11,[5]
1147,7,2,1,3,9,[0]
1148,9,2,4,-2,7,[3]
1149,11,2,2,1,5,[0]
1150,13,2,3,-2,3,[4]
1152,0,0,2,0,13,[5]
1153,2,2,0,3,12,[3]
1154,4,2,3,1,10,[4]
1155,6,2,4,2,8,[3]
1156,8,2,6,1,6,[0]
1157,10,2,7,-2,4,[3]
1158,12,2,5,1,2,[2]
1159,14,2,6,0,0,[4]
1161,0,0,2,0,12,[4]
1162,2,2,0,2,9,[1]
1163,4,2,2,-1,7,[2]
1164,6,2,1,0,5,[4]
1165,8,2,1,2,3,[1]
1166,10,2,3,-1,1,[0]
1167,12,2,2,-2,-1,[2]
1168,14,2,0,0,-3,[5]
1170,0,0,2,0,14,[2]
1171,2,2,0,0,8,[3]
1172,4,2,0,1,6,[1]
1173,6,2,1,-1,4,[0]
1174,8,2,0,-2,2,[0]
1175,8,0,0,0,2,[2]
1176,8,0,0,2,2,[2]
1177,10,2,0,0,0,[4]
1179,0,0,2,0,15,[1]
1180,2,2,0,-1,14,[4]
1181,3,1,0,3,13,[0]
1182,5,2,2,-2,11,[2]
1183,7,2,0,0,9,[2]
1184,9,2,0,0,7,[0]
1185,11,2,0,-2,5,[0]
1186,11,0,0,0,5,[0]
1188,0,0,2,0,11,[4]
1189,2,2,0,2,11,[4]
1190,4,2,2,2,9,[2]
1191,6,2,4,0,7,[5]
1192,8,2,4,3,5,[2]
1193,10,2,7,0,3,[3]
1194,12,2,7,1,1,[4]
1195,14,2,8,2,-1,[5]
1197,0,0,2,0,10,[5]
1198,2,2,0,3,13,[1]
1199,4,2,3,-1,11,[3]
1200,6,2,2,1,9,[0]
1201,8,2,3,-2,7,[5]
1202,10,2,1,3,5,[2]
1203,12,2,4,0,3,[2]
1204,14,2,4,0,1,[2]
1206,0,0,2,0,15,[5]
1207,2,2,0,3,14,[1]
1208,4,2,3,-1,12,[1]
1209,6,2,2,-1,10,[5]
1210,8,2,1,3,8,[4]
1211,10,2,4,2,6,[5]
1212,12,2,6,3,4,[2]
1213,14,2,9,0,2,[3]
1215,0,0,2,0,15,[0]
1216,2,2,0,-2,9,[4]
1217,2,0,0,4,9,[1]
1218,4,2,2,-1,7,[4]
1219,6,2,1,2,5,[4]
1220,8,2,3,2,3,[4]
1221,10,2,5,2,1,[3]
1222,12,2,7,1,-1,[3]
1224,0,0,2,0,14,[5]
1225,2,2,0,3,10,[5]
1226,4,2,3,3,8,[3]
1227,6,2,6,1,6,[0]
1228,8,2,7,-2,4,[3]
1229,10,2,5,1,2,[3]
1230,12,2,6,1,0,[5]
1231,14,2,7,3,-2,[3]
1233,0,0,2,0,15,[1]
1234,2,2,0,-1,10,[4]
1235,3,1,0,3,9,[0]
1236,5,2,2,-2,7,[5]
1237,7,2,0,3,5,[1]
1238,9,2,3,-1,3,[3]
1239,11,2,2,1,1,[5]
1240,13,2,3,3,-1,[4]
1242,0,0,2,0,15,[3]
1243,2,2,0,1,12,[5]
1244,4,2,1,3,10,[1]
1245,6,2,4,-1,8,[5]
1246,8,2,3,3,6,[1]
1247,10,2,6,-1,4,[1]
1248,12,2,5,-1,2,[3]
1249,14,2,4,1,0,[3]
1251,0,0,2,0,11,[2]
1252,2,2,0,0,10,[2]
1253,4,2,0,0,8,[5]
1254,6,2,0,3,6,[5]
1255,8,2,3,3,4,[3]
1256,10,2,6,1,2,[0]
1257,12,2,7,-2,0,[5]
1258,14,2,5,3,-2,[2]
1260,0,0,2,0,14,[4]
1261,2,2,0,2,11,[1]
1262,4,2,2,-1,9,[2]
1263,6,2,1,0,7,[0]
1264,8,2,1,-2,5,[2]
1265,9,1,0,1,4,[4]
1266,11,2,0,2,2,[4]
1267,13,2,2,2,0,[4]
1269,0,0,2,0,13,[3]
1270,2,2,0,1,12,[2]
1271,4,2,1,0,10,[0]
1272,6,2,1,-2,8,[3]
1273,7,1,0,2,7,[5]
1274,9,2,1,3,5,[0]
1275,11,2,4,-2,3,[2]
1276,13,2,2,0,1,[0]
1278,0,0,2,0,13,[5]
1279,2,2,0,3,12,[0]
1280,4,2,3,-2,10,[3]
1281,6,2,1,1,8,[4]
1282,8,2,2,2,6,[4]
1283,10,2,4,2,4,[1]
1284,12,2,6,-1,2,[1]
1285,14,2,5,-1,0,[2]
1287,0,0,2,0,10,[2]
1288,2,2,0,0,12,[0]
1289,4,2,0,-2,10,[0]
1290,4,0,0,0,10,[3]
1291,4,0,0,3,10,[0]
1292,6,2,1,-2,8,[3]
1293,7,1,0,2,7,[4]
1294,9,2,1,2,5,[2]
1296,0,0,2,0,16,[4]
1297,2,2,0,2,10,[3]
1298,4,2,2,1,8,[1]
1299,6,2,3,-1,6,[2]
1300,8,2,2,0,4,[5]
1301,10,2,2,3,2,[5]
1302,12,2,5,3,0,[4]
1303,14,2,8,2,-2,[5]
1305,0,0,2,0,14,[1]
1306,2,2,0,-1,8,[2]
1307,3,1,0,1,7,[4]
1308,5,2,0,2,5,[1]
1309,7,2,2,-1,3,[3]
1310,9,2,1,1,1,[4]
1311,11,2,2,2,-1,[4]
1312,13,2,4,2,-3,[2]
1314,0,0,2,0,15,[0]
1315,2,2,0,-2,10,[2]
1316,2,0,0,2,10,[2]
1317,4,2,0,0,8,[1]
1318,6,2,0,-1,6,[2]
1319,7,1,0,1,5,[1]
1320,9,2,0,-1,3,[1]
1321,10,1,0,0,2,[3]
1323,0,0,2,0,10,[2]
1324,2,2,0,0,9,[2]
1325,4,2,0,0,7,[5]
1326,6,2,0,3,5,[1]
1327,8,2,3,-1,3,[2]
1328,10,2,2,0,1,[5]
1329,12,2,2,3,-1,[0]
1330,14,2,5,-2,-3,[1]
1332,0,0,2,0,11,[0]
1333,2,2,0,-2,13,[4]
1334,2,0,0,4,13,[5]
1335,4,2,2,3,11,[1]
1336,6,2,5,-1,9,[3]
1337,8,2,4,1,7,[1]
1338,10,2,5,-1,5,[3]
1339,12,2,4,1,3,[4]
1341,0,0,2,0,11,[3]
1342,2,2,0,1,14,[4]
1343,4,2,1,2,12,[4]
1344,6,2,3,2,10,[1]
1345,8,2,5,-1,8,[1]
1346,10,2,4,-1,6,[0]
1347,12,2,3,-2,4,[0]
1348,14,2,1,-2,2,[4]
1350,0,0,2,0,12,[1]
1351,2,2,0,-1,8,[5]
1352,3,1,0,4,7,[0]
1353,5,2,3,-2,5,[2]
1354,7,2,1,0,3,[2]
1355,9,2,1,0,1,[0]
1356,11,2,1,-2,-1,[1]
1357,12,1,0,0,-2,[2]
1359,0,0,2,0,13,[0]
1360,2,2,0,-2,8,[5]
1361,2,0,0,5,8,[4]
1362,4,2,3,2,6,[1]
1363,6,2,5,-1,4,[5]
1364,8,2,4,3,2,[5]
1365,10,2,7,3,0,[1]
1366,12,2,10,-1,-2,[5]
1368,0,0,2,0,10,[0]
1369,2,2,0,-2,8,[0]
1370,2,0,0,0,8,[3]
1371,2,0,0,3,8,[0]
1372,4,2,1,-2,6,[1]
1373,5,1,0,0,5,[1]
1374,6,1,0,0,4,[0]
1375,7,1,0,-1,3,[2]
1377,0,0,2,0,12,[1]
1378,2,2,0,-1,11,[0]
1379,3,1,0,-1,10,[0]
1380,3,0,0,0,10,[5]
1381,3,0,0,5,10,[2]
1382,5,2,3,0,8,[4]
1383,7,2,3,2,6,[1]
1384,9,2,5,-1,4,[2]
1386,0,0,2,0,11,[5]
1387,2,2,0,3,13,[4]
1388,4,2,3,2,11,[4]
1389,6,2,5,2,9,[2]
1390,8,2,7,0,7,[1]
1391,10,2,7,-1,5,[4]
1392,12,2,6,2,3,[3]
1393,14,2,8,1,1,[0]
1395,0,0,2,0,15,[4]
1396,2,2,0,2,10,[2]
1397,4,2,2,0,8,[2]
1398,6,2,2,0,6,[4]
1399,8,2,2,2,4,[5]
1400,10,2,4,3,2,[4]
1401,12,2,7,2,0,[1]
1402,14,2,9,-1,-2,[4]
1404,0,0,2,0,16,[0]
1405,2,2,0,-2,9,[5]
1406,2,0,0,5,9,[2]
1407,4,2,3,0,7,[3]
1408,6,2,3,1,5,[3]
1409,8,2,4,1,3,[4]
1410,10,2,5,2,1,[3]
1411,12,2,7,1,-1,[4]
1413,0,0,2,0,12,[3]
1414,2,2,0,1,8,[0]
1415,4,2,1,-2,6,[4]
1416,5,1,0,3,5,[5]
1417,7,2,2,3,3,[2]
1418,9,2,5,0,1,[4]
1419,11,2,5,2,-1,[0]
1420,13,2,7,-2,-3,[0]
1422,0,0,2,0,14,[0]
1423,2,2,0,-2,14,[1]
1424,2,0,0,1,14,[3]
1425,3,1,0,2,13,[5]
1426,5,2,1,3,11,[4]
1427,7,2,4,2,9,[0]
1428,9,2,6,-2,7,[5]
1429,11,2,4,3,5,[1]
1431,0,0,2,0,13,[4]
1432,2,2,0,2,11,[4]
1433,4,2,2,2,9,[2]
1434,6,2,4,0,7,[4]
1435,8,2,4,2,5,[1]
1436,10,2,6,-1,3,[2]
1437,12,2,5,0,1,[4]
1438,14,2,5,2,-1,[3]
1440,0,0,2,0,14,[2]
1441,2,2,0,0,11,[0]
1442,4,2,0,-2,9,[2]
1443,4,0,0,2,9,[4]
1444,6,2,0,2,7,[5]
1445,8,2,2,3,5,[4]
1446,10,2,5,2,3,[5]
1447,12,2,7,3,1,[2]
1449,0,0,2,0,13,[2]
1450,2,2,0,0,12,[3]
1451,4,2,0,1,10,[0]
1452,6,2,1,-2,8,[0]
1453,7,1,0,-1,7,[5]
1454,7,0,0,5,7,[5]
1455,9,2,3,3,5,[4]
1456,11,2,6,2,3,[1]
1458,0,0,2,0,13,[0]
1459,2,2,0,-2,8,[4]
1460,2,0,0,4,8,[5]
1461,4,2,2,3,6,[0]
1462,6,2,5,-2,4,[0]
1463,8,2,3,-2,2,[5]
1464,10,2,1,3,0,[0]
1465,12,2,4,-2,-2,[0]
1467,0,0,2,0,10,[2]
1468,2,2,0,0,11,[3]
1469,4,2,0,1,9,[3]
1470,6,2,1,1,7,[2]
1471,8,2,2,0,5,[4]
1472,10,2,2,2,3,[1]
1473,12,2,4,-1,1,[0]
1474,14,2,3,-2,-1,[4]
1476,0,0,2,0,15,[4]
1477,2,2,0,2,8,[2]
1478,4,2,2,0,6,[0]
1479,6,2,2,-2,4,[4]
1480,8,2,0,2,2,[5]
1481,10,2,2,3,0,[4]
1482,12,2,5,2,-2,[4]
1483,14,2,7,2,-4,[0]
1485,0,0,2,0,11,[0]
1486,2,2,0,-2,13,[1]
1487,2,0,0,1,13,[4]
1488,3,1,0,3,12,[4]
1489,5,2,2,2,10,[1]
1490,7,2,4,-1,8,[5]
1491,9,2,3,3,6,[4]
1492,11,2,6,2,4,[2]
1494,0,0,2,0,10,[0]
1495,2,2,0,-2,8,[2]
1496,2,0,0,2,8,[3]
1497,4,2,0,1,6,[2]
1498,6,2,1,0,4,[5]
1499,8,2,1,3,2,[0]
1500,10,2,4,-2,0,[2]
1501,12,2,2,0,-2,[3]
1503,0,0,2,0,16,[2]
1504,2,2,0,0,12,[4]
1505,4,2,0,2,10,[5]
1506,6,2,2,3,8,[3]
1507,8,2,5,1,6,[3]
1508,10,2,6,1,4,[0]
1509,12,2,7,-2,2,[1]
1510,14,2,5,-1,0,[5]
1512,0,0,2,0,10,[4]
1513,2,2,0,2,9,[3]
1514,4,2,2,1,7,[0]
1515,6,2,3,-2,5,[3]
1516,8,2,1,1,3,[5]
1517,10,2,2,3,1,[3]
1518,12,2,5,1,-1,[5]
1519,14,2,6,3,-3,[1]
1521,0,0,2,0,16,[5]
1522,2,2,0,3,14,[3]
1523,4,2,3,1,12,[0]
1524,6,2,4,-2,10,[3]
1525,8,2,2,1,8,[4]
1526,10,2,3,2,6,[5]
1527,12,2,5,3,4,[3]
1528,14,2,8,1,2,[0]
1530,0,0,2,0,15,[5]
1531,2,2,0,3,13,[2]
1532,4,2,3,0,11,[0]
1533,6,2,3,-2,9,[5]
1534,8,2,1,3,7,[1]
1535,10,2,4,-1,5,[2]
1536,12,2,3,0,3,[3]
1537,14,2,3,1,1,[5]
1539,0,0,2,0,15,[1]
1540,2,2,0,-1,8,[0]
1541,3,1,0,-1,7,[1]
1542,3,0,0,1,7,[5]
1543,4,1,0,4,6,[5]
1544,6,2,3,3,4,[5]
1545,8,2,6,3,2,[1]
1546,10,2,9,-1,0,[1]
1548,0,0,2,0,16,[5]
1549,2,2,0,3,13,[2]
1550,4,2,3,0,11,[1]
